fec_candidate_id,name,party,state,national_party
S6MN00523,"BROOKS, CHRISTOPHER JARRED",REP,MN,REPUBLICAN PARTY
S6SC04270,"BROWN, BRANDON",DEM,SC,DEMOCRATIC PARTY
S6NC00373,"BROWN, DON",REP,NC,REPUBLICAN PARTY
S6TX00594,"BROWN GAINES, JENNIFER TAWANDA",LBL,TX,LIBERAL PARTY
S6NH00166,"BROWN, SCOTT P.",REP,NH,REPUBLICAN PARTY
S6OH00163,"BROWN, SHERROD",DEM,OH,DEMOCRATIC PARTY
S4TX00888,"BROWN, THEODORE E. JR.",LIB,TX,LIBERTARIAN PARTY
S2SC00145,"BRUCE, CATHERINE FLEMING MS.",DEM,SC,DEMOCRATIC PARTY
S6SC04395,"BUCKNER, DUKE",REP,SC,REPUBLICAN PARTY
S6OK04254,"BUCKNER, WILLIAM SEAN",REP,OK,REPUBLICAN PARTY
S6NE00145,"BURBANK, CINDY",DE,NE,
S6RI00270,"BURBRIDGE, CONNOR",DEM,RI,DEMOCRATIC PARTY
S6LA00607,"BURKE, TRACIE",DEM,LA,DEMOCRATIC PARTY
S6GA00457,"BURTON, MARQUETT DAVON",REP,GA,REPUBLICAN PARTY
S6AL00500,"BURTON, MATTHEW SETH",REP,AL,REPUBLICAN PARTY
S6IL00565,"BUSTOS, AWISI",DEM,IL,DEMOCRATIC PARTY
S6WY00217,"BYRD, JAMES WILLARD MR.",DEM,WY,DEMOCRATIC PARTY
S6TX00420,"CAIN, JOSHUA",IND,TX,INDEPENDENT
S6ME00316,"CALABRESE, CARMEM VINCENT MR.",REP,ME,REPUBLICAN PARTY
S6ME00324,"CALABRESE, CARMEN VINCENT MR.",REP,ME,REPUBLICAN PARTY
S6CO00523,"CALDERON, AMANDA J JILLIAN MRS",REP,CO,REPUBLICAN PARTY
S6MT00329,"CALHOUN, LEE",REP,MT,REPUBLICAN PARTY
S6NJ00354,"CALLAHAN, SAXON",DEM,NJ,DEMOCRATIC PARTY
S6KY00237,"CAMERON, DANIEL",REP,KY,REPUBLICAN PARTY
S6KY00377,"CAMPBELL, CHRISTOPHER TODD",OTH,KY,OTHER
S6TX00545,"CANADY, SARA LARUE",REP,TX,REPUBLICAN PARTY
S4WV00159,"CAPITO, SHELLEY MOORE",REP,WV,REPUBLICAN PARTY
S6GA00358,"CAPPARELL, CHRISTOPHER PAUL",REP,GA,REPUBLICAN PARTY
S6IL00490,"CAPPARELLI, R CARY",REP,IL,REPUBLICAN PARTY
S4NJ00342,"CARDUCCI, NICHOLAS MATTHEW",IND,NJ,INDEPENDENT
S6IA00249,"CARLIN, JAMES",REP,IA,REPUBLICAN PARTY
S6CA01103,"CARLSON, OWEN",DEM,CA,DEMOCRATIC PARTY
S6ME00472,"CARLSON, OWEN NICHOLAS",TX,ME,TAXPAYERS
S6MO00495,"CARLSON, OWEN NICHOLAS",NLP,MO,NATURAL LAW PARTY
S6AR00231,"CARLSON, OWEN NICHOLAS",NON,AR,NON-PARTY
S6AZ00431,"CARLSON, OWEN NICHOLAS",DEM,AZ,DEMOCRATIC PARTY
S6HI00313,"CARLSON, OWEN NICHOLAS",LBL,HI,LIBERAL PARTY
S6MD03698,"CARLSON, OWEN NICHOLAS",JCN,MD,JEWISH/CHRISTIAN NATIONAL
S6NC00589,"CARLSON, OWEN NICHOLAS",OE,NC,ONE EARTH PARTY
S6VI00018,"CARLSON, OWEN NICHOLAS",PCH,VI,PERSONAL CHOICE PARTY
S6MD03698,"CARLSON, OWEN NICHOLAS",JCN,MD,JEWISH/CHRISTIAN NATIONAL
S6OH00460,"CARLSON, OWEN NICHOLAS",LIB,OH,LIBERTARIAN PARTY
S6UT00295,"CARLSON, OWEN NICHOLAS",ICD,UT,INDEPENDENT CONSERVATIVE DEMOCRATIC
S6VA00242,"CARLSON, OWEN NICHOLAS",NNE,VA,NONE
S6MO00495,"CARLSON, OWEN NICHOLAS",NLP,MO,NATURAL LAW PARTY
S6PA00381,"CARLSON, OWEN NICHOLAS",PAF,PA,PEACE AND FREEDOM
S6WY00241,"CARLSON, OWEN NICHOLAS",IND,WY,INDEPENDENT
S6NV00366,"CARLSON, OWEN NICHOLAS",IND,NV,INDEPENDENT
S6DC00022,"CARLSON, OWEN NICHOLAS",LBU,DC,LIBERTY UNION PARTY
S6PR00017,"CARLSON, OWEN NICHOLAS",NPA,PR,NO PARTY AFFILIATION
S6HI00313,"CARLSON, OWEN NICHOLAS",LBL,HI,LIBERAL PARTY
S6ME00472,"CARLSON, OWEN NICHOLAS",TX,ME,TAXPAYERS
S6WV00220,"CARLSON, OWEN NICHOLAS",VET,WV,VETERANS PARTY
S6NM01194,"CARRARO, JOSEPH JOHN",IND,NM,INDEPENDENT
S6GA00374,"CARTER, EARL LEROY",REP,GA,REPUBLICAN PARTY
S4LA00107,"CASSIDY, WILLIAM M.",REP,LA,REPUBLICAN PARTY
S0OK00420,"CASSITY, R.O.",DEM,OK,DEMOCRATIC PARTY
S6NJ00495,"CASTILLO NICASIO, EDUARDO JOSE",W,NJ,WRITE-IN
S6KY00401,"CATLETT, ANISSA",REP,KY,REPUBLICAN PARTY
S4TN00583,"CHANDLER, THARON",IND,TN,INDEPENDENT
S6NM01178,"CHANNON, MATT",REP,NM,REPUBLICAN PARTY
S6GA00291,"CHAPMAN, CHRISTOPH LA'FLARE",REP,GA,REPUBLICAN PARTY
S6CO00556,"CHEW, BOB",OTH,CO,OTHER
S6CO00549,"CHEW, ROBERT",FWD,CO,
S6NM01152,"CHICK, CAMERON ALTON MR. SR.",IND,NM,INDEPENDENT
S6IL00466,"CHLEBEK, CASIMER MR.",REP,IL,REPUBLICAN PARTY
S6MI00442,"CHRISTENSEN, LYDIA LYNN",LIB,MI,LIBERTARIAN PARTY
S6FL00905,"CHURCHILL, PANO DR",IND,FL,INDEPENDENT
S6GA00366,"CLEMENT, CHRISTINA LOREN REV DR TRUSTE",REP,GA,REPUBLICAN PARTY
S6AL00526,"COLBERT, MICHAEL",REP,AL,REPUBLICAN PARTY
S6GA00390,"COLLINS, MICHAEL A JR",REP,GA,REPUBLICAN PARTY
S6ME00159,"COLLINS, SUSAN M.",REP,ME,REPUBLICAN PARTY
S6MS00133,"COLOM, SCOTT",DEM,MS,DEMOCRATIC PARTY
S2NC00745,"COLON, ROBERT",DEM,NC,DEMOCRATIC PARTY
S6MT00337,"COOK, CHARLIE",DEM,MT,DEMOCRATIC PARTY
S0DE00092,"COONS, CHRISTOPHER A.",DEM,DE,DEMOCRATIC PARTY
S6NC00407,"COOPER, ROY",DEM,NC,DEMOCRATIC PARTY
S6DE00214,"COPPOLA, ALEC",REP,DE,REPUBLICAN PARTY
S2TX00106,"CORNYN, JOHN SEN",REP,TX,REPUBLICAN PARTY
S4ME00113,"COSTELLO, DAVID",DEM,ME,DEMOCRATIC PARTY
S6LA00656,"COTTONHAM, MARKEDA ANN",REP,LA,REPUBLICAN PARTY
S4AR00103,"COTTON, THOMAS",REP,AR,REPUBLICAN PARTY
S6SC04379,"COWEN, CALVIN",REP,SC,REPUBLICAN PARTY
S4GA11202,"COYNE, JOHN F III",REP,GA,REPUBLICAN PARTY
S6MN00499,"CRAIG, ANGIE",DEM,MN,DEMOCRATIC PARTY
S6LA00680,"CROCKETT, GARY",DEM,LA,DEMOCRATIC PARTY
S6TX00552,"CROCKETT, JASMINE",DEM,TX,DEMOCRATIC PARTY
S6FL00723,"CRUZ, PAUL RON",DEM,FL,DEMOCRATIC PARTY
S2MT00096,"DAINES, STEVE",REP,MT,REPUBLICAN PARTY
S4CO00452,"DALE, CLINTON ROOSEVELT",IND,CO,INDEPENDENT
S6VA00184,"DANIELS, LORITA DR.",DEM,VA,DEMOCRATIC PARTY
S6NC00472,"DANSIE, RICHARD",REP,NC,REPUBLICAN PARTY
S6SC04296,"DANS, PAUL",REP,SC,REPUBLICAN PARTY
S6KS00247,"DAVIS, CHRISTY",DEM,KS,DEMOCRATIC PARTY
S6LA00615,"DAVIS, JAMIE",DEM,LA,DEMOCRATIC PARTY
S6MA00262,"DAWICKI, MORGAN GIFFORD",IND,MA,INDEPENDENT
S6IL00623,"DEAN, JONATHAN",DEM,IL,DEMOCRATIC PARTY
S6MA00304,"DEATON, JOHN",REP,MA,REPUBLICAN PARTY
S6NC00399,"DEBERRY, SHAUNESI YVETTE",IND,NC,INDEPENDENT
S6NC00381,"DEBERRY, SHAUNESI YVETTE",IND,NC,INDEPENDENT
S6IL00607,"DELGADO, ADAM",DEM,IL,DEMOCRATIC PARTY
S6LA00599,"DENDY, TRACY COLLENE",REP,LA,REPUBLICAN PARTY
S6VA00226,"DE PAULA, ALEX",REP,VA,REPUBLICAN PARTY
S6AK00235,"DIENER, ANN",DEM,AK,DEMOCRATIC PARTY
S6FL00731,"DIMOLA, FRANK",DEM,FL,DEMOCRATIC PARTY
S6SC04361,"DISMUKES, THOMAS KEITH",REP,SC,REPUBLICAN PARTY
S6NM01145,"DODSON, MATT",DEM,NM,DEMOCRATIC PARTY
S6GA00408,"DOOLEY, DEREK",REP,GA,REPUBLICAN PARTY
S6FL00566,"DOUGHERTY, KAEL",DEM,FL,DEMOCRATIC PARTY
S6NC00563,"DUBLIN, MICHAEL LOUIS JR.",GRE,NC,GREEN PARTY
S6NC00456,"DUES, JUSTIN",DEM,NC,DEMOCRATIC PARTY
S6AR00173,"DUNBAR, ETHAN N SR.",DEM,AR,DEMOCRATIC PARTY
S6TX00339,"DUNCAN, ALEXANDER",REP,TX,REPUBLICAN PARTY
S6TX00354,"DUNCAN, ALEXANDER",REP,TX,REPUBLICAN PARTY
S6KY00419,"DUNCAN, JAMES D",REP,KY,REPUBLICAN PARTY
S6KY00195,"DUNCAN, SCOTT MICHEAL",IND,KY,INDEPENDENT
S6NE00137,"DUNN, EDWARD MR.",REP,NE,REPUBLICAN PARTY
S6NC00449,"DUPRE, MARGOT",REP,NC,REPUBLICAN PARTY
S6IL00151,"DURBIN, RICHARD J.",DEM,IL,DEMOCRATIC PARTY
S0OR00378,"DYE, GARY",LIB,OR,LIBERTARIAN PARTY
S6VA00192,"EICHELBERGER, GREGORY",DEM,VA,DEMOCRATIC PARTY
S6SC04221,"ELLISON, JACK",NNE,SC,NONE
S6MI00418,"EL-SAYED, ABDUL",DEM,MI,DEMOCRATIC PARTY
S6LA00581,"EMERSON, JULIE CATHRYN",REP,LA,REPUBLICAN PARTY
S6OK04288,"ENGLAND, GARY TY MR.",REP,OK,REPUBLICAN PARTY
S4IA00129,"ERNST, JONI K",REP,IA,REPUBLICAN PARTY
S4NJ00524,"ESTRADA, MICHAEL",IND,NJ,INDEPENDENT
S6DC00055,"EUGENE, EARVIN PHILLIP",REP,DC,REPUBLICAN PARTY
S6ME00399,"EVANS, DAVID ALAN",IND,ME,INDEPENDENT
S6IL00672,"EVANS, JEANNIE",REP,IL,REPUBLICAN PARTY
S6ID00120,"EVANS, JOE",REP,ID,REPUBLICAN PARTY
S6WV00147,"EVANS, JONATHAN DERRICK",REP,WV,REPUBLICAN PARTY
S6TX00446,"EVANS, RONALD JR",IND,TX,INDEPENDENT
S6VA00143,"FARINGTON, KIM",REP,VA,REPUBLICAN PARTY
S6KY00260,"FARIS, MICHAEL",REP,KY,REPUBLICAN PARTY
S6KY00278,"FARIS, MICHAEL JAMES",REP,KY,REPUBLICAN PARTY
S8OH00144,"FARIS, STEPHEN I MR",IND,OH,INDEPENDENT
S6OH00320,"FARMS, WILLIAM",DEM,OH,DEMOCRATIC PARTY
S6NC00530,"FARROW, DARYL",DEM,NC,DEMOCRATIC PARTY
S6ME00357,"FAVREAU, TUCKER",DEM,ME,DEMOCRATIC PARTY
S0NJ00258,"FERNANDEZ, VERONICA",IND,NJ,INDEPENDENT
S6WV00188,"FETTY ANDERSON, RACHEL LEE",DEM,WV,DEMOCRATIC PARTY
S6NJ00404,"FIELDS, CHRIS",DEM,NJ,DEMOCRATIC PARTY
S6MN00440,"FLANAGAN, MARGARET",DFL,MN,DEMOCRATIC-FARMER-LABOR
S6LA00318,"FLEMING, JOHN C. JR.",REP,LA,REPUBLICAN PARTY
S0ID00172,"FLEMING, NATALIE M",UN,ID,UNAFFILIATED
S6NE00160,"FORBES, WILLIAM",DEM,NE,DEMOCRATIC PARTY
S6TX00404,"FORD, CAMENCIA",NNE,TX,NONE
S6KY00328,"FORSYTHE, LOGAN",DEM,KY,DEMOCRATIC PARTY
S6SC04197,"FREEMAN, KYLE ODONNELL",DEM,SC,DEMOCRATIC PARTY
S6SC04403,"FRY, RUSSELL",REP,SC,REPUBLICAN PARTY
S6CA01046,"FULKERSON, HEATH VINCENT",REP,CA,REPUBLICAN PARTY
S6WV00154,"GAASERUD, ALEXANDER",REP,WV,REPUBLICAN PARTY
S6MA00312,"GATES, WILLIAM FRANCIS MR.",DEM,MA,DEMOCRATIC PARTY
S6FL00863,"GILESPIE, NEIL JOSEPH",NPA,FL,NO PARTY AFFILIATION
S6NH00158,"GIOVONIZZI, MATTHEW S",NON,NH,NON-PARTY
S6SC04254,"GIRACELLO, CHRISTOPHER",DEM,SC,DEMOCRATIC PARTY
S6SC04304,"GLASER, CINDY E",IND,SC,INDEPENDENT
S6AL00401,"GLASGOW, VALMA K",DEM,AL,DEMOCRATIC PARTY
S6FL00848,"GLEASON, CHRISTOPHER",REP,FL,REPUBLICAN PARTY
S6CO00499,"GONZALES, JULIE",DEM,CO,DEMOCRATIC PARTY
S6IL00425,"GOODMAN, JOHN",REP,IL,REPUBLICAN PARTY
S6FL00699,"GOULD, CHARLES AKA ALEX A",DEM,FL,DEMOCRATIC PARTY
S6SC04437,"GRAHAM, DARLINE",REP,SC,REPUBLICAN PARTY
S2KS00154,"GRAHAM, DAVID C.",LIB,KS,LIBERTARIAN PARTY
S0SC00149,"GRAHAM, LINDSEY O.",REP,SC,REPUBLICAN PARTY
S2FL00425,"GRANDA, GRACE",UNK,FL,UNKNOWN
S2FL00581,"GRAYSON, ALAN MARK",DEM,FL,DEMOCRATIC PARTY
S6IN00282,"GREEN, CARMEN CHARMAINE",AIP,IN,AMERICAN INDEPENDENT PARTY
S6OK04171,"GREEN, TROY WESLEY",DEM,OK,DEMOCRATIC PARTY
S6MN00507,"GRUENHAGEN, ALYCIA",REP,MN,REPUBLICAN PARTY
S6AK00284,"HAFNER, CAROL",DEM,AK,DEMOCRATIC PARTY
S6WY00209,"HAGEMAN, HARRIET",REP,WY,REPUBLICAN PARTY
S0TN00169,"HAGERTY, BILL",REP,TN,REPUBLICAN PARTY
S6TX00636,"HALL, BRADFORD WINSTON",W,TX,WRITE-IN
S6KS00312,"HAMILTON, ADAM",DEM,KS,DEMOCRATIC PARTY
S6FL00632,"HAMILTON, MICHAELANGELO COLLINS",REP,FL,REPUBLICAN PARTY
S6NC00514,"HAMMOND, ALYSSIA ROSE-KATHERINE",DEM,NC,DEMOCRATIC PARTY
S6AZ00415,"HAMPTON, EDWARD J MR",REP,AZ,REPUBLICAN PARTY
S6OK04213,"HANKINS, NICKY JOE",REP,OK,REPUBLICAN PARTY
S6OK04239,"HANKINS, NICKY JOE",REP,OK,REPUBLICAN PARTY
S6MN00531,"HANN, DAVID W",REP,MN,REPUBLICAN PARTY
S6DE00271,"HANSEN, E. NO-TRUMP",DEM,DE,DEMOCRATIC PARTY
S4DE00094,"HANSEN, ERIC",DEM,DE,DEMOCRATIC PARTY
S6IL00680,"HARRINGTON, WHITFIELD MR JR",IND,IL,INDEPENDENT
S6KS00304,"HART, JASON",DEM,KS,DEMOCRATIC PARTY
S6CO00473,"HASLEY, BRASHAD D",DEM,CO,DEMOCRATIC PARTY
S4TX00821,"HASSAN, AHMAD",DEM,TX,DEMOCRATIC PARTY
S8AK00140,"HEIKES, GERALD L. (JERRY)",REP,AK,REPUBLICAN PARTY
S6IA00306,"HENRY, CHRIS",DEM,IA,DEMOCRATIC PARTY
S2OR00234,"HENRY, CHRIS",PRO,OR,PROGRESSIVE PARTY
S6OK04247,"HERN, KEVIN",REP,OK,REPUBLICAN PARTY
S6SC04346,"HERRMANN, PATRICK JOSEPH",REP,SC,REPUBLICAN PARTY
S6MI00384,"HEURTEBISE, FREDERICK",REP,MI,REPUBLICAN PARTY
S0CO00575,"HICKENLOOPER, JOHN W.",DEM,CO,DEMOCRATIC PARTY
S6LA00490,"HOLDER, CHRISTOPHER LEE MR.",REP,LA,REPUBLICAN PARTY
S6OH00437,"HOLLIMAN, ANTHONY JOHN",IND,OH,INDEPENDENT
S6SC04189,"HOLLIMAN, ETHAN CLAY",REP,SC,REPUBLICAN PARTY
S8WY00213,"HOLTZ, JOHN",REP,WY,REPUBLICAN PARTY
S6IL00722,"HORGES, BRADLEY LAMAR MR. JR.",W,IL,WRITE-IN
S6AK00268,"HOUSE DARDEN, DUSTIN THOMAS",REP,AK,REPUBLICAN PARTY
S6AL00419,"HOWARD, JAMES GREGORY MR JR",DEM,AL,DEMOCRATIC PARTY
S6MI00467,"HOWARD, RACHEL ELIZABETH",DEM,MI,DEMOCRATIC PARTY
S6AL00443,"HUDSON, JARED",REP,AL,REPUBLICAN PARTY
S4MT00217,"HUMMERT, MICHAEL",DEM,MT,DEMOCRATIC PARTY
S6TX00511,"HUNT, WESLEY",REP,TX,REPUBLICAN PARTY
S6TX00602,"HUSE, RODGER",US,TX,
S6OH00304,"HUSTED, JON",REP,OH,REPUBLICAN PARTY
S8MS00261,"HYDE-SMITH, CINDY",REP,MS,REPUBLICAN PARTY
S4OK00083,"INHOFE, JAMES M. SEN.",REP,OK,REPUBLICAN PARTY
S6NH00174,"INNIS, DAN",REP,NH,REPUBLICAN PARTY
S6GA00275,"JACKSON, DEVELLE LAVAUGHN",IND,GA,INDEPENDENT
S6ME00464,"JACKSON, TROY DALE",DEM,ME,DEMOCRATIC PARTY
S6MT00311,"JANDRON, TOM",LIB,MT,LIBERTARIAN PARTY
S6FL00798,"JENKINS, JENNIFER",DEM,FL,DEMOCRATIC PARTY
S6NC00431,"JOHNSON, CONSTANCE ""CONNIE""",OTH,NC,OTHER
S6MI00475,"JOHNSON II, CRAIG HENLEY MR II",IND,MI,INDEPENDENT
S6SC04288,"JOHNSON, LEE",DEM,SC,DEMOCRATIC PARTY
S6NY00474,"JOHNSON, RACHEAL ALISA",DEM,NY,DEMOCRATIC PARTY
S6NC00480,"JOHNSON, THOMAS LEE",REP,NC,REPUBLICAN PARTY
S6LA00508,"JOHN, XAN MR.",REP,LA,REPUBLICAN PARTY
S6CO00481,"JONES, DATHAN CHARLES",REP,CO,REPUBLICAN PARTY
S6IL00664,"JONES, LLOYD",REP,IL,REPUBLICAN PARTY
S6TN00372,"JONES, ROBERT THOMAS",IND,TN,INDEPENDENT
S6CO00440,"JOSHI, JANAK",REP,CO,REPUBLICAN PARTY
S6MI00491,"KAMAL, ANDREW",REP,MI,REPUBLICAN PARTY
S6DE00206,"KATZ, MICHAEL S DR.",REP,DE,REPUBLICAN PARTY
S6NC00555,"KEENER, LOGAN BENJAMIN DR",REP,NC,REPUBLICAN PARTY
S6MT00303,"KEHOE, CHRISTOPHER",DEM,MT,DEMOCRATIC PARTY
S6IL00474,"KELLY, ROBIN",DEM,IL,DEMOCRATIC PARTY
S6KY00229,"KENNEDY, WENDE CAROL MS",REP,KY,REPUBLICAN PARTY
S6WV00196,"KESSLER, JEFFREY VINCENT",DEM,WV,DEMOCRATIC PARTY
S6TX00362,"KHAN, GULREZ",REP,TX,REPUBLICAN PARTY
S6OH00361,"KINCAID, RONALD E JR",DEM,OH,DEMOCRATIC PARTY
S6GA00382,"KING, JOHN",REP,GA,REPUBLICAN PARTY
S6ME00381,"KLEBAN, DAN",DEM,ME,DEMOCRATIC PARTY
S6NY00458,"KOHLER, JOSEPH ANTHONY",DEM,NY,DEMOCRATIC PARTY
S6NY00441,"KOHLER, JOSEPH ANTHONY",DEM,NY,DEMOCRATIC PARTY
S8AK00066,"KOHLHAAS, SCOTT A.",LIB,AK,LIBERTARIAN PARTY
S6MI00541,"KOVALY, ROBERT",TX,MI,TAXPAYERS
S6IL00482,"KRISHNAMOORTHI, S",DEM,IL,DEMOCRATIC PARTY
S6CO00390,"KUEBLER, JOSHUA WILLIAM",IND,CO,INDEPENDENT
S4NJ00144,"KUNIANSKY, JOANNE",SWP,NJ,SOCIALIST WORKERS PARTY
S6LA00557,"LABRANCHE, JAMIE",W,LA,WRITE-IN
S6IA00181,"LAEHN, THOMAS RAYMOND DR.",LIB,IA,LIBERTARIAN PARTY
S6ME00340,"LAFLAMME, ANDREA",DEM,ME,DEMOCRATIC PARTY
S6NH00216,"LAMARE, DENNIS",REP,NH,REPUBLICAN PARTY
S6FL00657,"LANG, JAKE",REP,FL,REPUBLICAN PARTY
S2NH00223,"LAPLANTE, EDMOND",RNC,NH,
S6KS00254,"LAPORTE, CHASE",REP,KS,REPUBLICAN PARTY
S6FL00624,"LAROSE, JOSUE ECONOMIST",REP,FL,REPUBLICAN PARTY
S6AL00427,"LARRIETT, DAKARAI",DEM,AL,DEMOCRATIC PARTY
S6KS00320,"LATZ, KEVIN",DEM,KS,DEMOCRATIC PARTY
S6OH00338,"LAU, LYNNEA MS.",DEM,OH,DEMOCRATIC PARTY
S6OK04189,"LAVANN, REBEKAH JEQETTA",DEM,OK,DEMOCRATIC PARTY
S6ID00161,"LAVE, DENNY",REP,ID,REPUBLICAN PARTY
S6AL00492,"LAVENDER, LAMONT",DEM,AL,DEMOCRATIC PARTY
S6NM01129,"L, BEN R JR.",REP,NM,REPUBLICAN PARTY
S6IL00433,"LEAVELL, STANLEY MR.",DEM,IL,DEMOCRATIC PARTY
S6NJ00438,"LEBOVICS, ROBERT",REP,NJ,REPUBLICAN PARTY
S6GA00424,"LEGETTE, KIA",DEM,GA,DEMOCRATIC PARTY
S6AK00300,"LESLIE, DAVID BRYAN",DEM,AK,DEMOCRATIC PARTY
S6LA00664,"LETLOW, JULIA",REP,LA,REPUBLICAN PARTY
S6OH00395,"LEVY, GREGORY LEE",IND,OH,INDEPENDENT
S6RI00254,"LINDLEY, JON",IND,RI,INDEPENDENT
S6MS00117,"LITTELL, ALBERT R",DEM,MS,DEMOCRATIC PARTY
S6AR00215,"LITTLE, JEB",REP,AR,REPUBLICAN PARTY
S6IL00540,"LONG, PAMELA",REP,IL,REPUBLICAN PARTY
S6MI00566,"LONG, TIMOTHY E",UST,MI,U.S. TAXPAYERS PARTY
S6MN00465,"LOPEZ FRANZEN, MELISA",DEM,MN,DEMOCRATIC PARTY
S6ME00431,"LOUD, PAIGE",DEM,ME,DEMOCRATIC PARTY
S6SC04353,"LOUIS, DONAVAN ARTHUR MR",IND,SC,INDEPENDENT
S6DE00230,"LOUVE, MARY",DEM,DE,DEMOCRATIC PARTY
S0NM00058,"LUJAN, BEN RAY",DEM,NM,DEMOCRATIC PARTY
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",REP,WY,REPUBLICAN PARTY
S6FL00673,"LYLES, TAMIKA MS",DEM,FL,DEMOCRATIC PARTY
S6SC04213,"LYNCH, MARK",REP,SC,REPUBLICAN PARTY
S6NJ00446,"MALDONADO, JUSTIN JUAN",IND,NJ,INDEPENDENT
S6NY00466,"MANCE, PATRICIA ANNETTE MISS",NYC,NY,
S6TX00297,"MANN, RENNIE HILL",REP,TX,REPUBLICAN PARTY
S6NH00182,"MANZUR, KARISHMA",DEM,NH,DEMOCRATIC PARTY
S6FL00947,"MARCHAND MINCIELI, PAIGE SUNDANCE",REP,FL,REPUBLICAN PARTY
S6NM01186,"MARKER, LARRY E",REP,NM,REPUBLICAN PARTY
S6CO00424,"MARKERT, GEORGE WASHINGTON MR V",REP,CO,REPUBLICAN PARTY
S4MA00028,"MARKEY, EDWARD SEN.",DEM,MA,DEMOCRATIC PARTY
S0KS00315,"MARSHALL, ROGER W",REP,KS,REPUBLICAN PARTY
S6AL00450,"MARSHALL, STEVEN T",REP,AL,REPUBLICAN PARTY
S4MI00512,"MARSH, DOUGLAS PHILIP",GRE,MI,GREEN PARTY
S4NH00096,"MARTIN, ANDY",REP,NH,REPUBLICAN PARTY
S6NE00152,"MARVIN, MIKE",OTH,NE,OTHER
S6TN00364,"MATTHEWS, YOSHI D.",IND,TN,INDEPENDENT
S6IL00649,"MAXWELL, BRYAN",DEM,IL,DEMOCRATIC PARTY
S6NH00232,"MAXWELL, MARY MS",REP,NH,REPUBLICAN PARTY
S6OR05200,"MCALMOND, RUSSELL",REP,OR,REPUBLICAN PARTY
S6FL00665,"MCBRIDE, EVELYN JANE'-MARIE DR",DEM,FL,DEMOCRATIC PARTY
S4SC00117,"MCBRIDE, MARK STROTHERS",REP,SC,REPUBLICAN PARTY
S6TN00406,"MCCANTS, KEVIN LEE MR.",DEM,TN,DEMOCRATIC PARTY
S2GA00282,"MCCOLUMN, JONATHAN MR",REP,GA,REPUBLICAN PARTY
S2KY00012,"MCCONNELL, MITCH",REP,KY,REPUBLICAN PARTY
S6NJ00388,"MCCORMICK, LISA",DEM,NJ,DEMOCRATIC PARTY
S6AK00292,"MCELWAIN, HEATHER G",REP,AK,REPUBLICAN PARTY
S6NC00464,"MCGINNIS, BRIAN",GRE,NC,GREEN PARTY
S0KY00339,"MCGRATH, AMY",DEM,KY,DEMOCRATIC PARTY
S6IN00241,"MCGUIRE, DOUGLAS RYAN",REP,IN,REPUBLICAN PARTY
S6IN00266,"MCGUIRE, DOUGLAS RYAN",REP,IN,REPUBLICAN PARTY
S6IN00258,"MCGUIRE, DOUGLAS RYAN",REP,IN,REPUBLICAN PARTY
S6IN00233,"MCGUIRE, DOUGLAS RYAN",REP,IN,REPUBLICAN PARTY
S6CA01038,"MCGURR, MATTHEW E.",DEM,CA,DEMOCRATIC PARTY
S4RI00051,"MCKAY, RAYMOND TYLER MR",REP,RI,REPUBLICAN PARTY
S4WV00365,"MCKINNEY, BRYAN",REP,WV,REPUBLICAN PARTY
S6MT00279,"MCLAUGHLIN, KATE",DEM,MT,DEMOCRATIC PARTY
S6MI00392,"MCMORROW, MALLORY",DEM,MI,DEMOCRATIC PARTY
S6TX00347,"MCNABB, BARRETT ANTHONY",REP,TX,REPUBLICAN PARTY
S6SD01133,"MCNEAL, JUSTIN S",REP,SD,REPUBLICAN PARTY
S4WV00407,"MCNULTY, JANET",REP,WV,REPUBLICAN PARTY
S6WY00225,"MEAD, SAMUEL",REP,WY,REPUBLICAN PARTY
S6OK04205,"MEINHARDT, RON",IND,OK,INDEPENDENT
S8OR00207,"MERKLEY, JEFFREY ALAN",DEM,OR,DEMOCRATIC PARTY
S6LA00540,"MIGUEZ, BLAKE",REP,LA,REPUBLICAN PARTY
S6AK00243,"MIKLOS, CHRISTOPHER",REP,AK,REPUBLICAN PARTY
S4TN00534,"MILLER-WATKINS, CIVIL",DEM,TN,DEMOCRATIC PARTY
S6ME00407,"MILLS, JANET TRAFTON",DEM,ME,DEMOCRATIC PARTY
